Sentence,Judges_classification,,,,,
"Actors and critics alike fall over backwards to praise his work yet i find it all very bland.Midnight in Paris is an odd film about a writer who , while on vacation in Paris with his wife to be, finds a way to go back in time to meet famous artists , writers and musicians and he soon realises that this world is far better than the one he currently lives in.As is any Woody Allen movie , Midnight in Paris is very dialogue orientated , and i have no problem with that but what i don't like is the pretentiousness of it.",storyline,,,,,
"Overall a fantastic film that is a must watch, you will be blown away by a technical knockout.",storyline,,,,,
"But as it turns out her disease is spreading across America, and its up for the scientists to get to the bottom of it, and the citizens to get away from it.Contagion plays like your usual plague movie.",storyline,,,,,
"All of McKay's movies lose steam and slow down towards the end, preventing them from becoming eternal comedic classics.",storyline,,,,,
"So here it is: Humanity is revolting against the Greek gods, so the god of the underworld threatens to release the ""Kraken"" unless the humans kill a princess (I'm confused as well.",storyline,,,,,
A stereotypical 'bad guy' who of course has a final climactic encounter with the hero.,storyline,,,,,
"If she's feels it necessary for the characters to show an interest in the opposite sex because of their age, it should have been scaled back considerably in my opinion.Overall a good experience and a very good movie.",storyline,,,,,
"Whatever ""that"" was is what the story becomes about.",storyline,,,,,
"lo and behold, Ethan and Joel Coen did it again, with their sheer quality shining through the adaptation of Charles Portis novel without batting an eyelid, and never far away from the idiosyncrasies that make a film an identifiable Coen product.",storyline,,,,,
In Panem all children aged 12-18 from all districts are entered in a lottery to be chosen to participate in what is known as the hunger games.,storyline,,,,,
"I know this, but bear with me, for I must declare this movie to be one of the best I've seen yet.",storyline,,,,,
"It's truly unbelievable at how amazing the result is.As far as the story is concerned, the film is centered around one young woman whose life isn't going so well.",storyline,,,,,
"From what I've heard/remembered of Uhara, she was more of a lover and a fighter.",storyline,,,,,
This movie was actually worse than Blair Witch.,storyline,,,,,
There were the old stand-by Transformers along with some new ones.,storyline,,,,,
"When she finally finds out about her mother's fate, late in the picture, the writers have no more use for her and I don't even think she gets a line.",storyline,,,,,
"Unfortunately the development and outcome are very similar to Alien, with zero depth attached to the philosophical quest.Frankly laughable, even at fictional level, the way the so-called scientists explore the alien artifacts and analyze the samples they collected.",storyline,,,,,
What a joyride from beginning to end!,storyline,,,,,
"For example, when Bryan's (Leam) ""war""-buddies come for a barbecue and start spouting their past adventures.",storyline,,,,,
"The sad thing is, both the action and the storytelling are not compelling in ""Green Lantern"".3D?",storyline,,,,,
"It was probably better than ""The Core"" too.",storyline,,,,,
"Back in the late 70s and early 80s, Steven Spielberg made two great films about other beings from outer space.",storyline,,,,,
"Overall, I was highly disappointed.",storyline,,,,,
I try but fail to understand all the hype.,storyline,,,,,
"This really is the film of the summer and i believe the film of the year, maybe the last 5 years..See district 9.",storyline,,,,,
"All in all this is what you want from a film, engaging, thought provoking, amazing attention to detail, multi-layered, a solid story and expert direction.",storyline,,,,,
"not for everyone, it does become really slow at times, but the script more than makes up for the pace.But",storyline,,,,,
highly recommend for fans of the series as i doubt Breaking Dawn will live up to these standards,storyline,,,,,
"I AM aware that not everybody likes sinking into the movie like I do, but even if you won't find the story as satisfying as I did you'll love this movie anyways.Bottom",storyline,,,,,
With some intelligence its easy to notice all the layers and subtleties Prometheus has to offer under the surface.,storyline,,,,,
But I was.I've seen all three endings to Paranormal Activity and I have to say that it really doesn't matter which one you see.,storyline,,,,,
"Cameron managed to create another world, populate it with unusual yet charismatic creatures, create a conflict with humans, drop the main character in and let us watch the development of the story.",storyline,,,,,
"meaning of life, the process of creation; from The Big Bang Theory, to religious prophecies, to dinosaurs and cave men; it's been something humans have been trying to figure out since the dawn of time.Ridley",storyline,,,,,
"He doesn't wanna kick-ass, he doesn' wanna kill people.",storyline,,,,,
Seemed too slapstickish.,storyline,,,,,
When the aliens arrive their ship doesn't appear to be functioning and they are starving.,storyline,,,,,
There was very little suspense.It,storyline,,,,,
The comics were designed to appeal to a specific demographic by giving a superhero a set of teenage problems that were relatable to the readers.,storyline,,,,,
"These scientists are searching for the beginning to the human race, and asks some huge questions in the meantime, but fails to give us even a small trace of an answer.",storyline,,,,,
"This is a film that creeps and crawls, and is filled with dark corners.",storyline,,,,,
"Kevin also explains to Sam about the portal that was opened up when Sam arrived in the virtual world, how that's the only way out and it's going to close real soon.",storyline,,,,,
"In the beginning of the movie Dumbledore even says that he will ""tell the tale"" of destroying the ring that blackened his hand, but he never does!",storyline,,,,,
"(Alfred Hitchcock got it and so do they)Seriously, give this movie a change.",storyline,,,,,
These soldiers are led by LT. Aldo Raine (Brad Pitt).,storyline,,,,,
"Different impressions, heavey images, a new Mamonov, a short travel in history book to remind details about central character.",storyline,,,,,
"For all the time spent with the three principals, we don't really get to know them except for their cardinal traits.",storyline,,,,,
"The popular 'Expectations/Reality' scene in which, on one side of the screen, Tom gains summer back (the expectations) and on the other side of the screen, where he is completely ignored by her (the reality).",storyline,,,,,
"Sure some of the effects are well made, but that doesn't make up for a lousy plot, with a endless row of lose ends and meaningless setups that doesn't get a follow-up.",storyline,,,,,
"While true brilliance may have alluded Mann due to the odd pacing issue and really offering nothing masterfully unique, this flick is one that fully immerses you in the time and shows us of a time of when celebrity did not always mean Hollywood, and endings were not always storybook.Read",storyline,,,,,
The movie delivers the kind of pleasures usually reserved for fan fiction or playground stand-offs.,storyline,,,,,
"For them profit is proof of quality.Yet there is not enough money in the world to unmake this low brow, dull and entirely clueless failure of a tribute.",storyline,,,,,
"Not a children's cartoon apparently unsuccessful, although a lot of funny moments.The",storyline,,,,,
no storyline is even near to it.,storyline,,,,,
"Unlike that film, Kick-Ass's central love story is between a father and daughter, the former educating the latter by shooting her in the chest with a handgun from ten yards.",storyline,,,,,
The one problem i had with the film was the changing of the ending.,storyline,,,,,
"The US political system, military posturing and blind patriotism are all given a bit of a roasting by David Hayter and Alex Tse's script.",storyline,,,,,
It is in many ways a great film.,storyline,,,,,
"Unfortunately, it sets the tone for the rest of the movie, plagued by historical inaccuracies.King",storyline,,,,,
